,artist_name,track_name,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
753,Charlie Puth,One Call Away,2uEJanMvnA1dXgX1ASnPQm,pop; viral pop,0.665,0.62,1,-5.43,1,0.035,0.417,0.0,0.113,0.451,91.008
754,Selena Gomez,Same Old Love,5HuUOkUQEyMQMXnqqxOQJF,pop; post-teen pop,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02
755,Jennifer Lopez,On The Floor - Radio Edit,7Hv89f7Dpm5Hce1XkBbjQZ,dance pop; pop; urban contemporary,0.765,0.68,11,-6.306,1,0.0932,0.0953,0.0009,0.138,0.462,129.998
756,Jess Glynne,Don't Be so Hard on Yourself,6jF1nHIMESqft9p33tQYPn,dance pop; pop; uk pop,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008
757,Drake,Hotline Bling,6nmz4imkDcmtwMjocAzFSx,canadian hip hop; canadian pop; hip hop; pop rap; rap,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962
758,Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,new jersey rap; pop rap; rap; southern hip hop; trap,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
759,Rae Sremmurd,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,melodic rap; mississippi hip hop; pop rap; rap; trap,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072
760,Chloe Isabella,too late,2Xl9aqp60XRN68mO4f82Lo,Unknown,0.735,0.502,7,-8.043,1,0.0514,0.0229,0.0,0.0697,0.531,111.979
761,Post Malone,Congratulations,6syOdAs4IK8kPWR7gDyjRw,dfw rap; melodic rap; pop; rap,0.629,0.817,6,-4.261,1,0.0357,0.199,0.0,0.317,0.466,123.087
762,Bad Bunn,Conocerte,5HiqRAvXWjyBVoQBCom2rx,Unknown,0.889,0.703,9,-6.173,1,0.234,0.311,0.0731,0.0817,0.947,117.977
763,Post Malone,Go Flex,2hCKzqwjRjhycKeZJvbloJ,dfw rap; melodic rap; pop; rap,0.663,0.489,5,-8.198,1,0.124,0.227,0.0,0.0769,0.117,81.959
764,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,2XPc8gL9PwxGURQFcFaDJR,reggae fusion,0.777,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.614,118.016
765,Mr. Probz,Waves - Robin Schulz Radio Edit,5Sf3GyLEAzJXxZ5mbCPXTu,pop dance,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993
766,Alesso,Heroes (we could be),6A27jWTmz43UX0bXhKnFpy,dance pop; edm; pop; pop dance; progressive electro house,0.521,0.754,5,-4.144,1,0.0634,0.0373,0.0,0.239,0.352,125.876
767,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,5fnA9mkIfScSqHIpeDyvck,french indie pop; french rock,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013
768,Pitbull,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,dance pop; miami hip hop; pop,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
769,Cheat Codes,Sex,4tRLfSHpbjlIjV97RPWr9Y,edm; pop; pop dance,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42
770,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
771,OneRepublic,Wherever I Go,0KdwmtG44yIDpyie4b0jCn,piano rock; pop,0.553,0.703,10,-6.414,0,0.0439,0.105,0.0,0.21,0.33,100.006
772,Joel Adams,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,australian pop; pop soul,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264
773,DNCE,Toothbrush,38510fWvtOkrFjg2EDkJtT,dance pop; pop,0.495,0.777,7,-5.764,1,0.177,0.119,0.0,0.425,0.812,104.458
774,hoodtrophy bino,I Want Her (feat. Kalan.FrFr) - Remix,0vpgzKwhACrk35TsQifgpu,Unknown,0.522,0.448,5,-10.108,0,0.254,0.078,0.0,0.109,0.198,101.864
775,Alessia Cara,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,canadian contemporary r&b; canadian pop; pop,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085
776,Shania Twain,That Don't Impress Me Much,3acriFyHOVFW8heimUC0IW,canadian country; canadian pop; contemporary country; country; country dawn,0.74,0.866,10,-4.948,0,0.0506,0.153,0.0,0.152,0.964,124.998
777,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,pop dance; uk dance; uk funky,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213
778,Luis Fonsi,Échame La Culpa,1zsG4eaZmkA1dvjDDsAGLK,latin pop; puerto rican pop,0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022
779,Ramz,Barking,7amMgNDcObIDkIXv4xcvc2,afroswing; london rap; uk hip hop,0.527,0.465,7,-8.055,0,0.227,0.175,0.0,0.0661,0.765,137.033
780,Lily Juls,Crush,1k9ucHGAgXKZglhuQcMPon,Unknown,0.729,0.813,11,-4.043,1,0.0379,0.542,0.772,0.0893,0.662,121.968
781,Tiësto,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,big room; brostep; dutch edm; edm; house; pop dance; progressive electro house; slap house; trance,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005
782,Iyaz,Replay,4E5P1XyAFtrjpiIxkydly4,dance pop; pop rap; post-teen pop,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
783,50 Cent,In Da Club,7iL6o9tox1zgHpKUfh9vuC,east coast hip hop; gangster rap; hip hop; pop rap; queens hip hop; rap,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051
784,Spice Girls,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,dance pop; girl group; pop,0.768,0.864,11,-6.149,1,0.0324,0.101,0.0,0.162,0.891,110.009
785,Backstreet Boys,I Want It That Way,47BBI51FKFwOMlIiX6m8ya,boy band; dance pop; pop,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039
786,Justin Timberlake,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,dance pop; pop,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898
787,Alicia Keys,No One,6IwKcFdiRQZOWeYNhUiWIv,neo soul; pop; r&b,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
788,Avril Lavigne,What the Hell,2z4U9d5OAA4YLNXoCgioxo,canadian pop; candy pop; dance pop; pop,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976
789,B.o.B,Magic (feat. Rivers Cuomo),5uHYcK0nbEYgRaFTY5BqnP,atl hip hop; dance pop; pop rap; rap; southern hip hop,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439
790,Star 2,Outta My Head,508dc1EFHweSvkeYRt8Lds,Unknown,0.669,0.745,6,-5.653,1,0.0364,0.106,0.0,0.0827,0.651,94.066
791,ROSALÍA,MALAMENTE - Cap.1: Augurio,5zOAudPQIs5U8zP6LQGHmH,pop; r&b en espanol,0.895,0.483,5,-4.709,0,0.0881,0.565,0.0137,0.0737,0.52,98.057
792,Ariana Grande,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,pop,0.724,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96
793,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0KoiMHhqKLoL4xM54rcWYY,edm; electronic trap; pop; pop dance,0.843,0.802,1,-4.167,0,0.228,0.158,5e-06,0.0642,0.618,95.881
794,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,pop,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031
795,Owl City,Good Time,1kPpge9JDLpcj15qgrPbYX,indietronica; pop,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05
796,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,boy band; pop; post-teen pop; talent show,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99
797,G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,indie pop rap; oakland hip hop; pop rap; rap,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995
798,Chris Corley,That Golden Door,7AqlliNJr8RNQrayJkhIqt,Unknown,0.633,0.809,9,-4.368,1,0.192,0.14,0.0723,0.145,0.772,200.091
799,Kelly Clarkson,Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP,dance pop; pop; talent show,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044
800,Smash Mouth,I'm A Believer,0C9jZPUv4SuaXkuEQw6L40,pop rock; post-grunge,0.549,0.981,11,-3.558,0,0.059,0.0178,1.8e-06,0.438,0.873,82.331
801,Rae Sremmurd,Black Beatles,6fujklziTHa8uoM5OQSfIo,melodic rap; mississippi hip hop; pop rap; rap; trap,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
802,Plain White T's,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,modern rock; neo mellow; neon pop punk; pop punk; pop rock,0.658,0.291,2,-10.572,1,0.0292,0.872,0.0,0.114,0.295,103.962
803,KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,reggaeton; reggaeton colombiano; trap latino; urbano latino,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085
804,Christina Aguilera,Genie In a Bottle,11mwFrKvLXCbcVGNxffGyP,dance pop; pop,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716
805,Chumbawamba,Tubthumping,5rDsAMjmB4Qa5WNciJPsfK,anarcho-punk,0.394,0.944,2,-8.082,1,0.181,0.0906,0.0,0.473,0.616,207.686
806,will.i.am,This Is Love,7IohFKIwrb75c4XaqX7WWo,dance pop; pop,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.951
807,PSY,Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,k-rap; korean old school hip hop,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067
808,Aqua,Barbie Girl,5ZrDlcxIDZyjOzHdYW1ydr,bubblegum dance; eurodance; europop,0.812,0.879,1,-10.998,0,0.0397,0.017,0.224,0.365,0.962,129.991
809,Lou Bega,Mambo No. 5 (a Little Bit of...),6x4tKaOzfNJpEJHySoiJcs,latin pop,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06
810,Rihanna,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,barbadian pop; pop; urban contemporary,0.779,0.64,7,-8.415,1,0.159,0.000155,0.000766,0.101,0.499,99.017
811,Daddy Yankee,Gasolina,6jEZLz3YpnEBRpVkv35AmP,latin hip hop; reggaeton; trap latino; urbano latino,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009
812,JW Jr,Boss Chick,2LQgPNbNqPLGrK2ovu5fOK,Unknown,0.746,0.408,7,-12.343,1,0.0926,0.119,0.0994,0.0977,0.413,185.026
813,Katy Perry,Roar,27tNWlhdAryQY04Gb2ZhUI,pop,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003
814,MAGIC!,Rude,6RtPijgfPKROxEzTHNRiDp,pop; reggae fusion,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033
815,Rihanna,Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,barbadian pop; pop; urban contemporary,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.918
816,Black Eyed Peas,Where Is The Love?,1FreAz1lmnDi5aKLB6GdFM,dance pop; pop; pop rap,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059
817,Shakira,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG,colombian pop; dance pop; latin pop; pop,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657
818,Bastille,Pompeii,4Ub8UsjWuewQrPhuepfVpd,metropopolis; modern rock; pop,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435
819,Olly Alexander (Years & Years),King,5SBi18i7PfCs8JA1u41ISo,dance pop; gauze pop; pop; pop dance; uk pop,0.559,0.837,4,-4.062,0,0.0391,0.0617,0.0,0.393,0.446,119.958
820,Nelly Furtado,Promiscuous,7cUhxtLxcNZXV6Qdpi8PTO,canadian latin; canadian pop; dance pop; pop,0.818,0.972,10,-6.032,0,0.0502,0.0521,4.7e-05,0.168,0.891,114.315
821,Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,68rcszAg5pbVaXVvR7LFNh,israeli pop; israeli rock,0.826,0.668,3,-6.329,0,0.0571,0.223,6.92e-05,0.167,0.534,118.99
822,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,reggaeton; trap latino; urbano latino,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
823,Olivia Rodrigo,good 4 u,6PERP62TejQjgHu81OHxgM,pop,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56
824,Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,dance pop; pop; uk pop,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014
825,Bruno Mars,Leave The Door Open,7MAibcTli4IisCtbHKrGMh,dance pop; pop,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088
826,Amy Macdonald,This Is The Life,2T3jgoAMbBXiMMD8pSc6QL,scottish singer-songwriter,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083
827,Taylor Swift,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,pop,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
828,Olly Murs,Troublemaker (feat. Flo Rida),6s8nHXTJVqFjXE4yVZPDHR,dance pop; pop; talent show; uk pop,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012
829,Jessie J,Domino,2fQxE0jVrjNMT9oJAXtSJR,dance pop; pop,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986
830,One Direction,Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,boy band; pop; post-teen pop; talent show,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039
831,LMFAO,Party Rock Anthem,4650WGL6InVqP7YN5POqIz,dance pop; pop; pop rap,0.75,0.736,5,-4.168,0,0.155,0.0202,0.0,0.265,0.355,130.011
832,will.i.am,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,dance pop; pop,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.039
833,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),6bNB5gxFX6Q87DbQWb8OWZ,colombian pop; dance pop; latin pop; pop,0.758,0.871,2,-6.408,1,0.147,0.0062,0.0,0.0663,0.753,126.994
834,Taylor Swift,We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,pop,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984
835,Ellie Goulding,Burn,5lF0pHbsJ0QqyIrLweHJPW,indietronica; metropopolis; pop; uk pop,0.313,0.76,10,-5.049,0,0.0616,0.3,0.0,0.105,0.343,86.735
836,fun.,We Are Young (feat. Janelle Monáe),5rgy6ghBq1eRApCkeUdJXf,baroque pop; metropopolis,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
837,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,canadian hip hop; canadian pop; hip hop; pop rap; rap,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98
838,Doja Cat,Say So,3Dv1eDb0MEgF93GpLXlucZ,dance pop; pop,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962
839,Post Malone,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,dfw rap; melodic rap; pop; rap,0.547,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.097
840,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,hip hop; north carolina hip hop; pop rap; rap; trap,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977
841,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,canadian hip hop; canadian pop; hip hop; pop rap; rap,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
842,Kanye West,Hurricane,6Hfu9sc7jvv6coyy2LlzBF,chicago rap; hip hop; rap,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009
843,Bruno Mars,Leave The Door Open,1LPSkqVhWVRUkKE03YUkpB,dance pop; pop,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088
844,Chris Brown,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,r&b; rap,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928
845,Doja Cat,You Right,0k4d5YPDr1r7FX77VdqWez,dance pop; pop,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986
846,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,lgbtq+ hip hop,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781
847,The Weeknd,Take My Breath - Single Version,6M3PsepEj5gyJoIi7Xvr7u,canadian contemporary r&b; canadian pop; pop,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996
848,Doja Cat,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,dance pop; pop,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97
849,Doja Cat,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,dance pop; pop,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041
850,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3DXncPQOG4VBw3QHh3S817,hip hop; miami hip hop; pop rap; rap,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924
851,DJ Khaled,POPSTAR (feat. Drake),1sbEeUY8KsdvgiQi26JBFz,hip hop; miami hip hop; pop rap; rap,0.803,0.565,5,-4.711,0,0.235,0.0558,0.0,0.141,0.474,163.085
852,Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo,pop,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133
853,Ariana Grande,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,pop,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965
854,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,pop,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015
855,Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,pop,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993
856,Ariana Grande,Into You,2meEiZKWkiN28gITzFwQo5,pop,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853
857,Ariana Grande,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,pop,0.72,0.654,1,-5.634,1,0.0647,0.227,0.0,0.101,0.411,106.976
858,Ava Max,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,pop,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002
859,Ava Max,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,pop,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857
860,Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,edm; pop dance; progressive electro house,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077
861,Billie Eilish,Therefore I Am,20R4HfKloPKgXDqU7UKk3x,art pop; pop,0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016
862,Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P,dance pop; pop,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
863,Bruno Mars,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,dance pop; pop,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115
864,Ariana Grande,breathin,4OafepJy2teCjYJbvFE60J,pop,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049
865,Ariana Grande,Side To Side,1pKeFVVUOPjFsOABub0OaV,pop,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173
866,Ariana Grande,Dangerous Woman,2h1IPjP471JJRSShTHRUhi,pop,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052
867,Avicii,Lonely Together (feat. Rita Ora),2OALaHcDdKkjYEpAr0Qzab,dance pop; edm; pop; pop dance,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977
868,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,art pop; pop,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028
869,Billie Eilish,bury a friend,4SSnFejRGlZikf02HLewEF,art pop; pop,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046
870,Bruno Mars,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,dance pop; pop,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03
871,Camila Cabello,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,dance pop; pop,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
872,Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,dance pop; pop,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923
873,Camila Cabello,Don't Go Yet,1058fW9H3fZA6QjYCdOBad,dance pop; pop,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108
874,Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,dance pop; pop; uk pop,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011
875,Doja Cat,Streets,60ynsPSSKe6O3sfwRnIBRf,dance pop; pop,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035
876,Doja Cat,Candy,1VJwtWR6z7SpZRwipI12be,dance pop; pop,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876
877,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,hip hop; miami hip hop; pop rap; rap,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979
878,Lil Nas X,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,lgbtq+ hip hop,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041
879,Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,dfw rap; melodic rap; pop; rap,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014
880,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,dfw rap; melodic rap; pop; rap,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96
881,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,scandipop,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054
882,Calvin Harris,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
883,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
884,Calvin Harris,Rollin (feat. Future & Khalid),0lMbuWUpfTWhEmOKxppEau,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953
885,Calvin Harris,My Way,1vvNmPOiUuyCbgWmtc6yfm,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986
886,Martin Garrix,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,dutch edm; edm; pop; pop dance; progressive house,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99
887,Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,dance pop; pop,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005
888,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,pop; viral pop,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066
889,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),06KyNuuMOX1ROXRhj787tj,pop; viral pop,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017
890,Charlie Puth,How Long,6wmAHw1szh5RCKSRjiXhPe,pop; viral pop,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974
891,Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,hip hop; pittsburgh rap; pop rap; rap; southern hip hop; trap,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
892,Charli XCX,1999,3WGJSY8JaGliVIJyMig5aS,art pop; candy pop; metropopolis; pop; uk pop,0.745,0.728,7,-4.686,1,0.034,0.0183,1.5e-06,0.14,0.625,124.016
893,Coldplay,My Universe,46HNZY1i7O6jwTA7Slo2PI,permanent wave; pop,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006
